user_id,restaurant_id,age,gender,meal_category,review
U1035,AaharAlly_Main,21,Male,Spicy,Highly recommended - Spicy is great!
U1036,AaharAlly_Main,23,Male,Cheesy,I loved it - Cheesy is great!
U1036,AaharAlly_Main,23,Male,Street Food,Perfect flavor - Street Food is great!
U1036,AaharAlly_Main,23,Male,Spicy,Highly recommended - Spicy is great!
U1037,AaharAlly_Main,18,Male,Street Food,Good value - Street Food is great!
U1037,AaharAlly_Main,18,Male,Cheesy,Delicious - Cheesy is great!
U1037,AaharAlly_Main,18,Male,Cheesy,I loved it - Cheesy is great!
U1038,AaharAlly_Main,24,Male,Cheesy,I loved it - Cheesy is great!
U1038,AaharAlly_Main,24,Male,Chinese,Good value - Chinese is great!
U1039,AaharAlly_Main,24,Male,Cheesy,Amazing taste - Cheesy is great!
U1040,AaharAlly_Main,17,Male,Cheesy,Good value - Cheesy is great!
U1040,AaharAlly_Main,17,Male,Cheesy,Will order again - Cheesy is great!
U1040,AaharAlly_Main,17,Male,Spicy,Will order again - Spicy is great!
U1040,AaharAlly_Main,17,Male,Cheesy,Amazing taste - Cheesy is great!
U1041,AaharAlly_Main,25,Male,Snacks,Delicious - Snacks is great!
U1041,AaharAlly_Main,25,Male,Snacks,Highly recommended - Snacks is great!
U1041,AaharAlly_Main,25,Male,Cheesy,Perfect flavor - Cheesy is great!
U1041,AaharAlly_Main,25,Male,Street Food,I loved it - Street Food is great!
U1042,AaharAlly_Main,21,Male,Cheesy,I loved it - Cheesy is great!
U1042,AaharAlly_Main,21,Male,Cheesy,Good value - Cheesy is great!
U1043,AaharAlly_Main,16,Male,Snacks,Good value - Snacks is great!
U1043,AaharAlly_Main,16,Male,Spicy,Highly recommended - Spicy is great!
U1043,AaharAlly_Main,16,Male,Vegan,Delicious - Vegan is great!
U1044,AaharAlly_Main,18,Male,Spicy,Will order again - Spicy is great!
U1044,AaharAlly_Main,18,Male,Street Food,Perfect flavor - Street Food is great!
U1045,AaharAlly_Main,22,Male,Indian Curry,Highly recommended - Indian Curry is great!
U1045,AaharAlly_Main,22,Male,Snacks,Highly recommended - Snacks is great!
U1046,AaharAlly_Main,21,Male,Snacks,Delicious - Snacks is great!
U1046,AaharAlly_Main,21,Male,Cheesy,Highly recommended - Cheesy is great!
U1047,AaharAlly_Main,23,Male,Street Food,Will order again - Street Food is great!
U1047,AaharAlly_Main,23,Male,Snacks,Amazing taste - Snacks is great!
U1048,AaharAlly_Main,16,Male,Cheesy,Good value - Cheesy is great!
U1048,AaharAlly_Main,16,Male,Cheesy,Good value - Cheesy is great!
U1048,AaharAlly_Main,16,Male,Street Food,Perfect flavor - Street Food is great!
U1049,AaharAlly_Main,20,Male,Dessert,I loved it - Dessert is great!
U1049,AaharAlly_Main,20,Male,Indian Curry,Good value - Indian Curry is great!
U1049,AaharAlly_Main,20,Male,Street Food,Delicious - Street Food is great!
U1049,AaharAlly_Main,20,Male,Snacks,Highly recommended - Snacks is great!
U1050,AaharAlly_Main,15,Male,Cheesy,Highly recommended - Cheesy is great!
U1050,AaharAlly_Main,15,Male,Street Food,Good value - Street Food is great!
U1051,AaharAlly_Main,22,Male,Street Food,Highly recommended - Street Food is great!
U1051,AaharAlly_Main,22,Male,Cheesy,Will order again - Cheesy is great!
U1052,AaharAlly_Main,16,Male,Cheesy,Good value - Cheesy is great!
U1052,AaharAlly_Main,16,Male,Chinese,I loved it - Chinese is great!
U1052,AaharAlly_Main,16,Male,Snacks,Perfect flavor - Snacks is great!
U1052,AaharAlly_Main,16,Male,Street Food,Will order again - Street Food is great!
U1053,AaharAlly_Main,22,Male,Snacks,Highly recommended - Snacks is great!
U1054,AaharAlly_Main,23,Male,Street Food,Good value - Street Food is great!
U1054,AaharAlly_Main,23,Male,Street Food,Perfect flavor - Street Food is great!
U1055,AaharAlly_Main,15,Male,Spicy,Highly recommended - Spicy is great!
U1055,AaharAlly_Main,15,Male,Spicy,Amazing taste - Spicy is great!
U1056,AaharAlly_Main,18,Male,Street Food,Amazing taste - Street Food is great!
U1057,AaharAlly_Main,25,Male,Seafood,Perfect flavor - Seafood is great!
U1057,AaharAlly_Main,25,Male,Vegan,Amazing taste - Vegan is great!
U1058,AaharAlly_Main,15,Male,Cheesy,Delicious - Cheesy is great!
U1058,AaharAlly_Main,15,Male,Cheesy,Will order again - Cheesy is great!
U1058,AaharAlly_Main,15,Male,Street Food,I loved it - Street Food is great!
U1059,AaharAlly_Main,20,Male,Vegan,Good value - Vegan is great!
U1059,AaharAlly_Main,20,Male,Dessert,Perfect flavor - Dessert is great!
U1059,AaharAlly_Main,20,Male,Street Food,Highly recommended - Street Food is great!
U1060,AaharAlly_Main,25,Male,Street Food,Will order again - Street Food is great!
U1061,AaharAlly_Main,23,Male,Cheesy,Amazing taste - Cheesy is great!
U1061,AaharAlly_Main,23,Male,Chinese,I loved it - Chinese is great!
U1061,AaharAlly_Main,23,Male,Street Food,Amazing taste - Street Food is great!
U1061,AaharAlly_Main,23,Male,Street Food,Perfect flavor - Street Food is great!
U1062,AaharAlly_Main,15,Male,Snacks,Amazing taste - Snacks is great!
U1062,AaharAlly_Main,15,Male,Healthy,Perfect flavor - Healthy is great!
U1062,AaharAlly_Main,15,Male,Snacks,Highly recommended - Snacks is great!
U1062,AaharAlly_Main,15,Male,Street Food,Perfect flavor - Street Food is great!
U1063,AaharAlly_Main,17,Male,Cheesy,I loved it - Cheesy is great!
U1064,AaharAlly_Main,24,Male,Street Food,Will order again - Street Food is great!
U1064,AaharAlly_Main,24,Male,Cheesy,Amazing taste - Cheesy is great!
U1064,AaharAlly_Main,24,Male,Spicy,Delicious - Spicy is great!
U1065,AaharAlly_Main,24,Male,Snacks,I loved it - Snacks is great!
U1066,AaharAlly_Main,25,Male,Seafood,Will order again - Seafood is great!
U1066,AaharAlly_Main,25,Male,Snacks,I loved it - Snacks is great!
U1067,AaharAlly_Main,21,Male,Healthy,Amazing taste - Healthy is great!
U1067,AaharAlly_Main,21,Male,Dessert,Perfect flavor - Dessert is great!
U1068,AaharAlly_Main,25,Male,Spicy,Good value - Spicy is great!
U1069,AaharAlly_Main,22,Male,Snacks,Amazing taste - Snacks is great!
U1069,AaharAlly_Main,22,Male,Spicy,Amazing taste - Spicy is great!
U1069,AaharAlly_Main,22,Male,Healthy,Good value - Healthy is great!
U1070,AaharAlly_Main,23,Male,Spicy,Good value - Spicy is great!
U1070,AaharAlly_Main,23,Male,Snacks,Perfect flavor - Snacks is great!
U1070,AaharAlly_Main,23,Male,Indian Curry,Amazing taste - Indian Curry is great!
U1070,AaharAlly_Main,23,Male,Snacks,Highly recommended - Snacks is great!
U1071,AaharAlly_Main,24,Male,Spicy,Will order again - Spicy is great!
U1071,AaharAlly_Main,24,Male,Chinese,Highly recommended - Chinese is great!
U1071,AaharAlly_Main,24,Male,Seafood,Perfect flavor - Seafood is great!
U1072,AaharAlly_Main,24,Male,Chinese,Perfect flavor - Chinese is great!
U1072,AaharAlly_Main,24,Male,Street Food,Will order again - Street Food is great!
U1072,AaharAlly_Main,24,Male,Street Food,I loved it - Street Food is great!
U1072,AaharAlly_Main,24,Male,Cheesy,Amazing taste - Cheesy is great!
U1073,AaharAlly_Main,21,Male,Street Food,Delicious - Street Food is great!
U1073,AaharAlly_Main,21,Male,Snacks,Highly recommended - Snacks is great!
U1073,AaharAlly_Main,21,Male,Spicy,Perfect flavor - Spicy is great!
U1073,AaharAlly_Main,21,Male,Street Food,Good value - Street Food is great!
U1074,AaharAlly_Main,21,Male,Cheesy,Highly recommended - Cheesy is great!
U1075,AaharAlly_Main,17,Male,Street Food,Delicious - Street Food is great!
U1075,AaharAlly_Main,17,Male,Street Food,Will order again - Street Food is great!
U1075,AaharAlly_Main,17,Male,Street Food,I loved it - Street Food is great!
U1075,AaharAlly_Main,17,Male,Cheesy,Perfect flavor - Cheesy is great!
U1076,AaharAlly_Main,24,Male,Chinese,Will order again - Chinese is great!
U1076,AaharAlly_Main,24,Male,Seafood,Highly recommended - Seafood is great!
U1077,AaharAlly_Main,22,Male,Street Food,Will order again - Street Food is great!
U1078,AaharAlly_Main,19,Male,Snacks,Amazing taste - Snacks is great!
U1078,AaharAlly_Main,19,Male,Chinese,Delicious - Chinese is great!
U1078,AaharAlly_Main,19,Male,Spicy,Will order again - Spicy is great!
U1079,AaharAlly_Main,15,Male,Cheesy,Amazing taste - Cheesy is great!
U1079,AaharAlly_Main,15,Male,Street Food,I loved it - Street Food is great!
U1080,AaharAlly_Main,17,Male,Snacks,Perfect flavor - Snacks is great!
U1080,AaharAlly_Main,17,Male,Chinese,Good value - Chinese is great!
U1080,AaharAlly_Main,17,Male,Cheesy,Perfect flavor - Cheesy is great!
U1081,AaharAlly_Main,19,Male,Snacks,Amazing taste - Snacks is great!
U1081,AaharAlly_Main,19,Male,Chinese,Amazing taste - Chinese is great!
U1081,AaharAlly_Main,19,Male,Cheesy,Highly recommended - Cheesy is great!
U1082,AaharAlly_Main,15,Male,Snacks,Delicious - Snacks is great!
U1082,AaharAlly_Main,15,Male,Street Food,Perfect flavor - Street Food is great!
U1083,AaharAlly_Main,15,Male,Snacks,Perfect flavor - Snacks is great!
U1084,AaharAlly_Main,24,Male,Cheesy,Delicious - Cheesy is great!
U1085,AaharAlly_Main,23,Male,Spicy,Good value - Spicy is great!
U1086,AaharAlly_Main,17,Male,Spicy,Will order again - Spicy is great!
U1086,AaharAlly_Main,17,Male,Snacks,Amazing taste - Snacks is great!
U1087,AaharAlly_Main,20,Male,Street Food,I loved it - Street Food is great!
U1087,AaharAlly_Main,20,Male,Spicy,Amazing taste - Spicy is great!
U1087,AaharAlly_Main,20,Male,Street Food,Amazing taste - Street Food is great!
U1087,AaharAlly_Main,20,Male,Snacks,Will order again - Snacks is great!
U1088,AaharAlly_Main,24,Male,Chinese,I loved it - Chinese is great!
U1088,AaharAlly_Main,24,Male,Spicy,I loved it - Spicy is great!
U1089,AaharAlly_Main,17,Male,Healthy,Highly recommended - Healthy is great!
U1089,AaharAlly_Main,17,Male,Spicy,Will order again - Spicy is great!
U1090,AaharAlly_Main,23,Male,Spicy,Perfect flavor - Spicy is great!
U1090,AaharAlly_Main,23,Male,Indian Curry,Delicious - Indian Curry is great!
U1090,AaharAlly_Main,23,Male,Spicy,Amazing taste - Spicy is great!
U1090,AaharAlly_Main,23,Male,Snacks,Will order again - Snacks is great!
U1091,AaharAlly_Main,23,Male,Spicy,Delicious - Spicy is great!
U1091,AaharAlly_Main,23,Male,Street Food,Good value - Street Food is great!
U1092,AaharAlly_Main,21,Male,Snacks,Amazing taste - Snacks is great!
U1092,AaharAlly_Main,21,Male,Snacks,Delicious - Snacks is great!
U1092,AaharAlly_Main,21,Male,Spicy,Amazing taste - Spicy is great!
U1092,AaharAlly_Main,21,Male,Cheesy,Good value - Cheesy is great!
U1093,AaharAlly_Main,15,Male,Indian Curry,Delicious - Indian Curry is great!
U1094,AaharAlly_Main,22,Male,Spicy,Will order again - Spicy is great!
U1094,AaharAlly_Main,22,Male,Street Food,Perfect flavor - Street Food is great!
U1095,AaharAlly_Main,24,Male,Dessert,Highly recommended - Dessert is great!
U1095,AaharAlly_Main,24,Male,Street Food,Perfect flavor - Street Food is great!
U1095,AaharAlly_Main,24,Male,Indian Curry,Good value - Indian Curry is great!
U1096,AaharAlly_Main,17,Male,Street Food,Perfect flavor - Street Food is great!
U1096,AaharAlly_Main,17,Male,Spicy,Will order again - Spicy is great!
U1096,AaharAlly_Main,17,Male,Street Food,Delicious - Street Food is great!
U1096,AaharAlly_Main,17,Male,Snacks,I loved it - Snacks is great!
U1097,AaharAlly_Main,19,Male,Cheesy,Amazing taste - Cheesy is great!
U1097,AaharAlly_Main,19,Male,Seafood,Highly recommended - Seafood is great!
U1097,AaharAlly_Main,19,Male,Snacks,I loved it - Snacks is great!
U1097,AaharAlly_Main,19,Male,Spicy,Delicious - Spicy is great!
U1098,AaharAlly_Main,17,Male,Snacks,Highly recommended - Snacks is great!
U1098,AaharAlly_Main,17,Male,Indian Curry,Amazing taste - Indian Curry is great!
U1099,AaharAlly_Main,22,Male,Snacks,Delicious - Snacks is great!
U1099,AaharAlly_Main,22,Male,Cheesy,I loved it - Cheesy is great!
U1100,AaharAlly_Main,23,Female,Healthy,Amazing taste - Healthy is great!
U1100,AaharAlly_Main,23,Female,Street Food,Perfect flavor - Street Food is great!
U1100,AaharAlly_Main,23,Female,Street Food,Highly recommended - Street Food is great!
U1100,AaharAlly_Main,23,Female,Street Food,Amazing taste - Street Food is great!
U1101,AaharAlly_Main,23,Female,Vegan,Highly recommended - Vegan is great!
U1101,AaharAlly_Main,23,Female,Seafood,Highly recommended - Seafood is great!
U1102,AaharAlly_Main,18,Female,Seafood,Delicious - Seafood is great!
U1102,AaharAlly_Main,18,Female,Dessert,Perfect flavor - Dessert is great!
U1102,AaharAlly_Main,18,Female,Spicy,Will order again - Spicy is great!
U1102,AaharAlly_Main,18,Female,Healthy,Good value - Healthy is great!
U1103,AaharAlly_Main,17,Female,Dessert,Perfect flavor - Dessert is great!
U1104,AaharAlly_Main,23,Female,Healthy,Amazing taste - Healthy is great!
U1104,AaharAlly_Main,23,Female,Indian Curry,Delicious - Indian Curry is great!
U1104,AaharAlly_Main,23,Female,Vegan,Highly recommended - Vegan is great!
U1104,AaharAlly_Main,23,Female,Vegan,Amazing taste - Vegan is great!
U1105,AaharAlly_Main,25,Female,Vegan,Perfect flavor - Vegan is great!
U1105,AaharAlly_Main,25,Female,Street Food,Delicious - Street Food is great!
U1105,AaharAlly_Main,25,Female,Healthy,Delicious - Healthy is great!
U1105,AaharAlly_Main,25,Female,Street Food,Amazing taste - Street Food is great!
U1106,AaharAlly_Main,18,Female,Vegan,Highly recommended - Vegan is great!
U1106,AaharAlly_Main,18,Female,Healthy,Perfect flavor - Healthy is great!
U1106,AaharAlly_Main,18,Female,Street Food,Delicious - Street Food is great!
U1107,AaharAlly_Main,15,Female,Dessert,Will order again - Dessert is great!
U1108,AaharAlly_Main,23,Female,Healthy,Good value - Healthy is great!
U1108,AaharAlly_Main,23,Female,Dessert,Delicious - Dessert is great!
U1109,AaharAlly_Main,23,Female,Healthy,I loved it - Healthy is great!
U1110,AaharAlly_Main,22,Female,Dessert,Good value - Dessert is great!
U1111,AaharAlly_Main,18,Female,Healthy,I loved it - Healthy is great!
U1111,AaharAlly_Main,18,Female,Healthy,Perfect flavor - Healthy is great!
U1111,AaharAlly_Main,18,Female,Indian Curry,Will order again - Indian Curry is great!
U1111,AaharAlly_Main,18,Female,Street Food,I loved it - Street Food is great!
U1112,AaharAlly_Main,15,Female,Healthy,Good value - Healthy is great!
U1113,AaharAlly_Main,23,Female,Street Food,Will order again - Street Food is great!
U1113,AaharAlly_Main,23,Female,Healthy,Delicious - Healthy is great!
U1113,AaharAlly_Main,23,Female,Street Food,Perfect flavor - Street Food is great!
U1113,AaharAlly_Main,23,Female,Vegan,Perfect flavor - Vegan is great!
U1114,AaharAlly_Main,16,Female,Healthy,Highly recommended - Healthy is great!
U1114,AaharAlly_Main,16,Female,Dessert,Perfect flavor - Dessert is great!
U1114,AaharAlly_Main,16,Female,Dessert,Perfect flavor - Dessert is great!
U1115,AaharAlly_Main,18,Female,Dessert,I loved it - Dessert is great!
U1115,AaharAlly_Main,18,Female,Dessert,Amazing taste - Dessert is great!
U1116,AaharAlly_Main,15,Female,Street Food,Highly recommended - Street Food is great!
U1116,AaharAlly_Main,15,Female,Street Food,Perfect flavor - Street Food is great!
U1116,AaharAlly_Main,15,Female,Healthy,Will order again - Healthy is great!
U1117,AaharAlly_Main,23,Female,Vegan,Good value - Vegan is great!
U1117,AaharAlly_Main,23,Female,Street Food,I loved it - Street Food is great!
U1117,AaharAlly_Main,23,Female,Street Food,Amazing taste - Street Food is great!
U1117,AaharAlly_Main,23,Female,Dessert,Good value - Dessert is great!
U1118,AaharAlly_Main,24,Female,Chinese,I loved it - Chinese is great!
U1119,AaharAlly_Main,15,Female,Indian Curry,Amazing taste - Indian Curry is great!
U1120,AaharAlly_Main,21,Female,Healthy,Perfect flavor - Healthy is great!
U1121,AaharAlly_Main,24,Female,Dessert,Will order again - Dessert is great!
U1121,AaharAlly_Main,24,Female,Seafood,Highly recommended - Seafood is great!
U1122,AaharAlly_Main,15,Female,Vegan,Good value - Vegan is great!
U1123,AaharAlly_Main,15,Female,Vegan,Will order again - Vegan is great!
U1124,AaharAlly_Main,17,Female,Dessert,Amazing taste - Dessert is great!
U1124,AaharAlly_Main,17,Female,Vegan,I loved it - Vegan is great!
U1125,AaharAlly_Main,15,Female,Healthy,Delicious - Healthy is great!
U1126,AaharAlly_Main,21,Female,Vegan,Delicious - Vegan is great!
U1126,AaharAlly_Main,21,Female,Spicy,Good value - Spicy is great!
U1126,AaharAlly_Main,21,Female,Vegan,Perfect flavor - Vegan is great!
U1126,AaharAlly_Main,21,Female,Healthy,Amazing taste - Healthy is great!
U1127,AaharAlly_Main,25,Female,Vegan,Highly recommended - Vegan is great!
U1127,AaharAlly_Main,25,Female,Vegan,Perfect flavor - Vegan is great!
U1128,AaharAlly_Main,18,Female,Vegan,Good value - Vegan is great!
U1128,AaharAlly_Main,18,Female,Vegan,Delicious - Vegan is great!
U1128,AaharAlly_Main,18,Female,Healthy,Amazing taste - Healthy is great!
U1128,AaharAlly_Main,18,Female,Vegan,Perfect flavor - Vegan is great!
U1129,AaharAlly_Main,18,Female,Healthy,Will order again - Healthy is great!
U1129,AaharAlly_Main,18,Female,Dessert,Amazing taste - Dessert is great!
U1129,AaharAlly_Main,18,Female,Street Food,Amazing taste - Street Food is great!
U1130,AaharAlly_Main,15,Female,Vegan,Perfect flavor - Vegan is great!
U1130,AaharAlly_Main,15,Female,Healthy,Will order again - Healthy is great!
U1130,AaharAlly_Main,15,Female,Street Food,Delicious - Street Food is great!
U1131,AaharAlly_Main,19,Female,Street Food,Will order again - Street Food is great!
U1131,AaharAlly_Main,19,Female,Chinese,Delicious - Chinese is great!
U1131,AaharAlly_Main,19,Female,Chinese,Highly recommended - Chinese is great!
U1132,AaharAlly_Main,15,Female,Dessert,I loved it - Dessert is great!
U1132,AaharAlly_Main,15,Female,Dessert,Will order again - Dessert is great!
U1133,AaharAlly_Main,23,Female,Vegan,Amazing taste - Vegan is great!
U1133,AaharAlly_Main,23,Female,Healthy,Good value - Healthy is great!
U1133,AaharAlly_Main,23,Female,Dessert,Amazing taste - Dessert is great!
U1134,AaharAlly_Main,25,Female,Indian Curry,Highly recommended - Indian Curry is great!
U1134,AaharAlly_Main,25,Female,Indian Curry,I loved it - Indian Curry is great!
U1134,AaharAlly_Main,25,Female,Indian Curry,Delicious - Indian Curry is great!
U1134,AaharAlly_Main,25,Female,Vegan,Amazing taste - Vegan is great!
U1135,AaharAlly_Main,17,Female,Cheesy,Perfect flavor - Cheesy is great!
U1135,AaharAlly_Main,17,Female,Dessert,Perfect flavor - Dessert is great!
U1135,AaharAlly_Main,17,Female,Street Food,Delicious - Street Food is great!
U1135,AaharAlly_Main,17,Female,Vegan,Delicious - Vegan is great!
U1136,AaharAlly_Main,24,Female,Healthy,Amazing taste - Healthy is great!
U1136,AaharAlly_Main,24,Female,Snacks,Perfect flavor - Snacks is great!
U1137,AaharAlly_Main,23,Female,Dessert,Will order again - Dessert is great!
U1137,AaharAlly_Main,23,Female,Vegan,Highly recommended - Vegan is great!
U1137,AaharAlly_Main,23,Female,Snacks,Will order again - Snacks is great!
U1137,AaharAlly_Main,23,Female,Healthy,Amazing taste - Healthy is great!
U1138,AaharAlly_Main,22,Female,Snacks,Good value - Snacks is great!
U1138,AaharAlly_Main,22,Female,Healthy,Delicious - Healthy is great!
U1139,AaharAlly_Main,19,Female,Street Food,Will order again - Street Food is great!
U1139,AaharAlly_Main,19,Female,Healthy,Amazing taste - Healthy is great!
U1140,AaharAlly_Main,22,Female,Dessert,Perfect flavor - Dessert is great!
U1140,AaharAlly_Main,22,Female,Seafood,Will order again - Seafood is great!
U1141,AaharAlly_Main,16,Female,Healthy,Perfect flavor - Healthy is great!
U1141,AaharAlly_Main,16,Female,Healthy,I loved it - Healthy is great!
U1141,AaharAlly_Main,16,Female,Cheesy,Highly recommended - Cheesy is great!
U1142,AaharAlly_Main,19,Female,Indian Curry,Highly recommended - Indian Curry is great!
U1142,AaharAlly_Main,19,Female,Vegan,Delicious - Vegan is great!
U1143,AaharAlly_Main,25,Female,Healthy,Good value - Healthy is great!
U1143,AaharAlly_Main,25,Female,Street Food,I loved it - Street Food is great!
U1144,AaharAlly_Main,24,Female,Healthy,Perfect flavor - Healthy is great!
U1145,AaharAlly_Main,16,Female,Vegan,Good value - Vegan is great!
U1146,AaharAlly_Main,24,Female,Dessert,Highly recommended - Dessert is great!
U1146,AaharAlly_Main,24,Female,Indian Curry,Highly recommended - Indian Curry is great!
U1146,AaharAlly_Main,24,Female,Vegan,Will order again - Vegan is great!
U1147,AaharAlly_Main,24,Female,Vegan,Good value - Vegan is great!
U1147,AaharAlly_Main,24,Female,Healthy,Perfect flavor - Healthy is great!
U1148,AaharAlly_Main,23,Female,Spicy,Good value - Spicy is great!
U1148,AaharAlly_Main,23,Female,Vegan,Highly recommended - Vegan is great!
